Date,HE,Price,Minute
07/20/2022,14,83.76,13:36
07/20/2022,14,83.76,13:37
07/20/2022,14,83.76,13:38
07/20/2022,14,83.76,13:39
07/20/2022,14,83.76,13:40
07/20/2022,14,83.76,13:41
07/20/2022,14,83.76,13:42
07/20/2022,14,83.76,13:43
07/20/2022,14,83.76,13:44
07/20/2022,14,83.76,13:45
07/20/2022,14,83.76,13:46
07/20/2022,14,83.76,13:47
07/20/2022,14,83.76,13:48
07/20/2022,14,83.76,13:49
07/20/2022,14,83.76,13:50
07/20/2022,14,83.76,13:51
07/20/2022,14,83.76,13:52
07/20/2022,14,84.12,13:53
07/20/2022,14,84.12,13:54
07/20/2022,14,84.12,13:55
07/20/2022,14,84.12,13:56
07/20/2022,14,84.12,13:57
07/20/2022,14,84.12,13:58
07/20/2022,14,84.12,13:59
07/20/2022,15,89.39,14:00
07/20/2022,15,89.34,14:01
07/20/2022,15,89.34,14:02
07/20/2022,15,89.34,14:03
07/20/2022,15,89.34,14:04
07/20/2022,15,89.34,14:05
07/20/2022,15,78.81,14:06
07/20/2022,15,78.81,14:07
07/20/2022,15,78.81,14:08
07/20/2022,15,78.81,14:09
07/20/2022,15,78.81,14:10
07/20/2022,15,74.49,14:11
07/20/2022,15,74.49,14:12
07/20/2022,15,74.49,14:13
07/20/2022,15,74.49,14:14
07/20/2022,15,74.49,14:15
07/20/2022,15,74.49,14:16
07/20/2022,15,74.49,14:17
07/20/2022,15,74.49,14:18
07/20/2022,15,74.49,14:19
07/20/2022,15,74.49,14:20
07/20/2022,15,74.49,14:21
07/20/2022,15,74.49,14:22
07/20/2022,15,74.49,14:23
07/20/2022,15,74.49,14:24
07/20/2022,15,74.49,14:25
07/20/2022,15,74.49,14:26
07/20/2022,15,74.49,14:27
07/20/2022,15,74.49,14:28
07/20/2022,15,74.49,14:29
07/20/2022,15,74.49,14:30
07/20/2022,15,74.49,14:31
07/20/2022,15,74.49,14:32
07/20/2022,15,74.49,14:33
07/20/2022,15,74.49,14:34
07/20/2022,15,74.49,14:35
07/20/2022,15,74.49,14:36
07/20/2022,15,74.49,14:37
07/20/2022,15,74.49,14:38
07/20/2022,15,74.49,14:39
07/20/2022,15,74.49,14:40
07/20/2022,15,74.49,14:41
07/20/2022,15,74.49,14:42
07/20/2022,15,74.49,14:43
07/20/2022,15,74.49,14:44
07/20/2022,15,74.49,14:45
07/20/2022,15,74.49,14:46
07/20/2022,15,74.49,14:47
07/20/2022,15,74.49,14:48
07/20/2022,15,74.49,14:49
07/20/2022,15,74.49,14:50
07/20/2022,15,74.36,14:51
07/20/2022,15,74.36,14:52
07/20/2022,15,74.36,14:53
07/20/2022,15,74.36,14:54
07/20/2022,15,74.36,14:55
07/20/2022,15,74.36,14:56
07/20/2022,15,74.36,14:57
07/20/2022,15,74.36,14:58
07/20/2022,15,74.36,14:59
07/20/2022,16,72.19,15:00
07/20/2022,16,72.98,15:01
07/20/2022,16,72.98,15:02
07/20/2022,16,72.98,15:03
07/20/2022,16,72.98,15:04
07/20/2022,16,72.98,15:05
07/20/2022,16,72.98,15:06
07/20/2022,16,72.98,15:07
07/20/2022,16,72.98,15:08
07/20/2022,16,72.98,15:09
07/20/2022,16,72.98,15:10
07/20/2022,16,72.98,15:11
07/20/2022,16,72.33,15:12
07/20/2022,16,72.33,15:13
07/20/2022,16,72.33,15:14
07/20/2022,16,72.33,15:15
07/20/2022,16,72.33,15:16
07/20/2022,16,72.33,15:17
07/20/2022,16,72.33,15:18
07/20/2022,16,72.33,15:19
07/20/2022,16,72.33,15:20
07/20/2022,16,72.86,15:21
07/20/2022,16,72.86,15:22
07/20/2022,16,72.86,15:23
07/20/2022,16,72.86,15:24
07/20/2022,16,72.86,15:25
07/20/2022,16,72.86,15:26
07/20/2022,16,72.86,15:27
07/20/2022,16,72.86,15:28
07/20/2022,16,72.86,15:29
07/20/2022,16,72.86,15:30
07/20/2022,16,72.86,15:31
07/20/2022,16,72.86,15:32
07/20/2022,16,72.86,15:33
07/20/2022,16,72.86,15:34
07/20/2022,16,72.86,15:35
07/20/2022,16,72.95,15:36
07/20/2022,16,72.95,15:37
07/20/2022,16,72.95,15:38
07/20/2022,16,72.95,15:39
07/20/2022,16,72.95,15:40
07/20/2022,16,72.95,15:41
07/20/2022,16,72.95,15:42
07/20/2022,16,72.95,15:43
07/20/2022,16,72.95,15:44
07/20/2022,16,72.95,15:45
07/20/2022,16,72.95,15:46
07/20/2022,16,72.95,15:47
07/20/2022,16,72.95,15:48
07/20/2022,16,72.95,15:49
07/20/2022,16,75.32,15:50
07/20/2022,16,75.32,15:51
07/20/2022,16,75.32,15:52
07/20/2022,16,75.32,15:53
07/20/2022,16,75.32,15:54
07/20/2022,16,75.32,15:55
07/20/2022,16,75.32,15:56
07/20/2022,16,75.32,15:57
07/20/2022,16,75.32,15:58
07/20/2022,16,75.32,15:59
07/20/2022,17,86.10,16:00
07/20/2022,17,80.00,16:01
07/20/2022,17,80.00,16:02
07/20/2022,17,80.00,16:03
07/20/2022,17,80.00,16:04
